-69.802025847719	-33.3335965797214	
-69.8015822742024	-33.3337740087646	
-69.8010499870658	-33.3337740087646	
-69.8008725580203	-33.3337740087646	
-69.8000149834004	-33.3338922947953	
-69.7993348387334	-33.3343654389105	
-69.7987138361712	-33.3348385839308	
-69.7972648314026	-33.3358440160859	
-69.7959636841734	-33.3363171602122	
-69.7948399659898	-33.3369381627684	
-69.7937458193122	-33.3376478789444	
-69.7931543882651	-33.3388011686377	
-69.7937458193122	-33.3396883147649	
-69.7951356810686	-33.3400431728514	
-69.7965551143312	-33.3394517427045	
-69.7975014034693	-33.3393038851687	
-69.7981519775286	-33.3386828826087	
-69.7999262688821	-33.3386828826087	
-69.8012274161113	-33.3384167390433	
-69.8020849907312	-33.3381801669813	
-69.802942565351	-33.3382984530101	
-69.8037114245453	-33.3385941680847	
-69.8037705675575	-33.3389490261789	
-69.8034452809726	-33.3393334566734	
-69.8030608513754	-33.3396883147649	
-69.802351134295	-33.3400136013475	
-69.8019075616857	-33.3406641754082	
-69.8021145622373	-33.3411373195341	
-69.8025877063617	-33.3414626061155	
-69.8031199943966	-33.3411964625492	
-69.804154998053	-33.340398031841	
-69.8047464282017	-33.3397474577809	
-69.8054561452822	-33.3393925996903	
-69.8065502919597	-33.3391264552241	
-69.8082358687861	-33.3390377407017	
-69.8091821579332	-33.3391855982389	
-69.8106607342079	-33.3392151706469	
-69.8120801674614	-33.3389194546712	
-69.8137066021739	-33.3392447421517	
-69.8147120343332	-33.3391855982389	
-69.8161906106079	-33.3391560267291	
-69.8181127594919	-33.338830740148	
-69.8198574802378	-33.3386237395903	
-69.8213064850064	-33.3383280245184	
-69.8231399202705	-33.3379731655302	
-69.8246184965452	-33.3374408783972	
-69.8259492152805	-33.3369973057831	
-69.8271025049792	-33.3364354462419	
-69.8276939360263	-33.3356074431302	
-69.827043361958	-33.3355778716213	
-69.8262745018654	-33.3355778716213	
-69.8251212121757	-33.3354595855903	
-69.824234066948	-33.3354595855903	
-69.8234356353493	-33.3355483001173	
-69.8217204870079	-33.3358735875945	
-69.8206854833515	-33.3359918736261	
-69.8198870517438	-33.3359031591005	
-69.8197687657195	-33.3356370146366	
-69.8198870517438	-33.3354004425747	
-69.8203010528471	-33.335104727502	
-69.8204784818926	-33.3345132973544	
-69.8200644807894	-33.3345132973544	
-69.8195321936528	-33.3351342990064	
-69.8183493324569	-33.3351934420226	
-69.8185563330086	-33.3348385839308	
-69.8192364776846	-33.3342767243947	
-69.818704190548	-33.3340697238366	
-69.8182901894448	-33.3337740087646	
-69.8174030433188	-33.3337444372562	
-69.8169298982961	-33.3338922947953	
-69.8159540385502	-33.3344541534336	
-69.8150668924242	-33.3345132973544	
-69.8142388893105	-33.3345132973544	
-69.8134404577118	-33.3344541534336	
-69.8117548808855	-33.3347202979016	
-69.8105128766684	-33.3345132973544	
-69.8080584397495	-33.3334487221832	
-69.8065798634658	-33.333005148671	
-69.8060475754309	-33.3328572911348	
-69.8046577136835	-33.3330642916843	
-69.8039775681091	-33.3330347201752	
-69.8033861379604	-33.3329164341434	
-69.8027651353982	-33.3329460056551	
-69.8023215627889	-33.3332417207309	
-69.802025847719	-33.3335965797214	
