-69.72532907504606	-28.386303262177144
-69.7266938362238	-28.383703717076692
-69.72653136465503	-28.380584262956148
-69.7275061940677	-28.377887234914432
-69.7269862850476	-28.3742478717738
-69.72805859740154	-28.374865263735156
-69.7292608870105	-28.378244672365742
-69.72770115995023	-28.385750858843295
-69.72893594387294	-28.38623827354963
-69.73082061407077	-28.37804970648321
-69.7352723350553	-28.372103247065926
-69.73572725544787	-28.369958622358055
-69.73351764211249	-28.367359077257603
-69.73043068230571	-28.36836640098403
-69.73082061407077	-28.369731162161766
-69.73309521603366	-28.37073848588819
-69.73192542073846	-28.373532996871177
-69.72987827897185	-28.368886310004118
-69.72656385896879	-28.367001639806293
-69.7250041319085	-28.369113770200407
-69.72802610308779	-28.37073848588819
-69.72731122818516	-28.37233070726222
-69.72445172857466	-28.371323383535792
-69.72266454131811	-28.372428190203483
-69.7243542456334	-28.374800275107646
-69.7239968081821	-28.37730233726683
-69.72532907504606	-28.386303262177144
