-69.43194104184698	-32.988609439270455	
-69.43064880419863	-32.989094028168154	
-69.42938348865509	-32.98877994263672	
-69.42821239868628	-32.98847483145099	
-69.42652531009415	-32.98748770589609	
-69.42596893012369	-32.987613339384566	
-69.42614840782213	-32.988367144826086	
-69.42573561001221	-32.988869681493405	
-69.42564587116298	-32.98996449366276	
-69.42668684002814	-32.99093367234834	
-69.42855789213694	-32.991516973526565	
-69.42957193979558	-32.991642607917925	
-69.43072956961477	-32.99201053675445	
-69.432102571772	-32.991813111286696	
-69.43299547176005	-32.99148107799101	
-69.43468255945389	-32.99108622794462	
-69.43586711047959	-32.99180413785057	
-69.43611837926281	-32.992055405734796	
-69.43669270700671	-32.992055405734796	
-69.43719524366584	-32.99112212349007	
-69.43745997259867	-32.99002731131139	
-69.43632029055291	-32.98917479358224	
-69.43477678501965	-32.988842760284506	
-69.43332301834458	-32.98869020469094	
-69.43194104184698	-32.988609439270455	
