-69.59194960614806	-28.283842607186553	
-69.59367079867873	-28.284315935132486	
-69.59517684214306	-28.28349836868042	
-69.59513381232979	-28.281863235776285	
-69.59263808316032	-28.28143293764362	
-69.59311141110626	-28.279582655673153	
-69.59147627820212	-28.279367506606818	
-69.59078780118986	-28.28151899727015	
-69.58764662482139	-28.279754774926218	
-69.58734541612853	-28.281605056896684	
-69.58287031554879	-28.281260818390553	
-69.58291334536206	-28.28259474260182	
-69.58665693911625	-28.283928666813086	
-69.58407515032026	-28.286166217102952	
-69.58540907453153	-28.28698378355502	
-69.58781874407445	-28.285735918970285	
-69.59001326455106	-28.285606829530487	
-69.59194960614806	-28.283842607186553	
