-69.60514577521995	-28.3423205266202
-69.62459890948003	-28.310502444672576
-69.65043141165533	-28.298531285127922
-69.64767489465491	-28.283252305182774
-69.6116039007638	-28.289552915469432
-69.61290981915155	-28.281333077513946
-69.62372735319649	-28.279322739328606
-69.61965881163093	-28.265106776446554
-69.55820676067026	-28.257649661053698
-69.55612971883566	-28.281657821082575
-69.53267136399826	-28.28404031024575
-69.52900599605492	-28.27023409099249
-69.53676435820167	-28.262292460448577
-69.53517603209288	-28.239506089734125
-69.53456513743565	-28.20590688358682
-69.522163975894	-28.17664502950577
-69.52631805956314	-28.153858658791325
-69.50731923572347	-28.150437648710874
-69.50121028915125	-28.17365164568538
-69.47726321858806	-28.163388615444017
-69.46626711475804	-28.169864098810592
-69.51501650840451	-28.201447352589067
-69.50267643632861	-28.2138485141307
-69.49045854318415	-28.2132987089392
-69.49152760883429	-28.227776912315402
-69.47729376332099	-28.2400558949256
-69.48755679356233	-28.256061334944867
-69.50417312823882	-28.266813080912005
-69.50136301281559	-28.280344397569507
-69.51217584824845	-28.299343221409163
-69.52176689436685	-28.316326092879986
-69.5601310788405	-28.342961099934936
-69.60514577521995	-28.3423205266202
