-69.62339912857136	-28.297764330739184
-69.62354845284688	-28.298421357551444
-69.62342899342647	-28.299018654653498
-69.62250318291828	-28.298939015039892
-69.62166696697541	-28.298421357551444
-69.62031309354408	-28.297784240642585
-69.61928773351889	-28.296997799458214
-69.61898908496786	-28.297216808395635
-69.61914836419508	-28.297873835207895
-69.61895922011276	-28.298132663952117
-69.61963615682842	-28.299078384363703
-69.6204922826747	-28.299665726514057
-69.6205520123849	-28.300442212746727
-69.62005426479986	-28.300730906346054
-69.61898908496786	-28.299944465161683
-69.61804336455627	-28.29872996105417
-69.6173266080338	-28.297624961415373
-69.61712750899981	-28.29391176443094
-69.61838183291412	-28.293214917811877
-69.61939723798761	-28.294509061532995
-69.62049228267472	-28.295663835930302
-69.62063165199852	-28.293513566362904
-69.62316020973056	-28.29369275549352
-69.62447426335508	-28.295066538828248
-69.62383714644622	-28.296241223128952
-69.62212489475367	-28.294927169504433
-69.62196561552645	-28.29622131322555
-69.62290138098633	-28.296938069748016
-69.62339912857136	-28.297764330739184
