-69.6716411674348	-33.37635829316513	
-69.72106184762265	-33.28759299379872	
-69.72617984686539	-33.255925373484196	
-69.76584434099671	-33.17499701045822	
-69.76168596661198	-33.11070214497117	
-69.74697171878907	-33.005143410589454	
-69.74825121859976	-32.92165604794209	
-69.70954634932647	-32.876233804662675	
-69.58767399235849	-32.80586131507486	
-69.47795688359204	-32.88007230409473	
-69.4590842613844	-32.81833643822906	
-69.40182664485614	-32.834969935768	
-69.40822414390958	-32.86503818131916	
-69.38007514807445	-32.894146802012294	
-69.41989957968208	-32.9600410422627	
-69.38295402264848	-32.97955341437569	
-69.40870395633854	-32.99234841248254	
-69.36775996239655	-33.01825828364897	
-69.42789645349886	-33.064960026739065	
-69.43685295217368	-33.10798320787343	
-69.45012776270956	-33.125736267746724	
-69.44724888813552	-33.15884332534825	
-69.51202356605157	-33.154045201058175	
-69.53073625078288	-33.17403738560018	
-69.5646429957661	-33.17931532231926	
-69.58079668087603	-33.1937096951895	
-69.58367555545007	-33.20970344282309	
-69.59663049103328	-33.21098294263376	
-69.60782611437679	-33.18315382175131	
-69.63117698592184	-33.186992321183375	
-69.65036948308216	-33.17227807336047	
-69.65980579418597	-33.177396072603216	
-69.64557135879207	-33.194669320047495	
-69.6662032932394	-33.19530906995284	
-69.67979797872796	-33.206024880867346	
-69.67515979191423	-33.216260879352845	
-69.6532483576562	-33.206984505725366	
-69.64781048346077	-33.21706056673454	
-69.66204491885468	-33.23161487708111	
-69.64861017084246	-33.2373726262292	
-69.64509154636306	-33.24680893733302	
-69.6657234808104	-33.25304649891012	
-69.66604335576308	-33.267760746733025	
-69.65532754484856	-33.2698399339254	
-69.64733067103177	-33.26216293506127	
-69.63197667330353	-33.258484373105546	
-69.6265387991081	-33.27191912111776	
-69.60334786503938	-33.26936012149639	
-69.59487117879354	-33.28535386912998	
-69.623180112105	-33.29782899228418	
-69.64125304693096	-33.294630242757464	
-69.65052942055844	-33.305186116195635	
-69.62365992453401	-33.31430255234678	
-69.63437573544851	-33.33253542464908	
-69.62797823639508	-33.339092861178855	
-69.61214442623782	-33.32133980130557	
-69.59806992832026	-33.321019926352896	
-69.58479511778437	-33.34900898471168	
-69.61166461380881	-33.37427910597276	
-69.62877792377677	-33.36564248225062	
-69.6494098582241	-33.39155235341705	
-69.6716411674348	-33.37635829316513	
